VIN,GRADE,STOCKNUMBER,MAKE,MODEL,SERIES,YEAR,PRICE,BODY,CYLINDERS,DISPLACEMENT,EXTERIOR,INTERIOR,MILEAGE,TRANSMISSION,UPHOLSTERY,ENDDATE,ABGLOCATION,BUYDATE,BUYERNAME,WATCHEDBY,DEALERSHIPNAME,DRIVE TRAIN,CONDITION REPORT,SALES REP
2C3CCAKG9KH531107,4.4,,Chrysler,300,Limited,2019,21200,Sedan,6,3.6l,White,Black,28415,8-speed A/t,Leather,2020-02-25T19:30:00.000Z,Philadelphia- PA,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToG5yR2QCZWanGWh5i6O00XwqqioyHELbwWihIQSmwbf4FBpk9g9VeAYvQiup46wfdhSfFDdVBCfaJKuyGLeISqao7dTf27kl6oAJTYZ%2bLDspQ%3d%3d,
3MZBN1L39JM192861,3.8,,Mazda,Mazda3 5-door,Touring,2018,14200,Sedan,4,2.5l,Silver,Black,36137,A/t,Leather,2020-02-27T19:30:00.000Z,Tampa- FL,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFZAtfxnwudjf1kTP3iuFFka7JYNp8vdL0eJfJyRObMqeUHdLCg5uDwz%2bWumdqHLVD9wJeWp4gQStavP8734%2fq6hkUr15wS3QEb%2by0Dwcip3w%3d%3d,
3C4PDDEG1KT681677,4.8,,Dodge,Journey,Gt,2019,17700,Suv,6,3.6l,Black,Black,36255,6-speed A/t,Leather,2020-02-27T19:30:00.000Z,New Orleans- LA,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToELKG4rWUAZnXrBKWlTVqEeWNl8VqTDPNVWmwIoDtg2PxubONIG7RnuxUl7Ziu4qBjqnm%2bF4FYrbVJn%2bU7ayLrMnUW8DX8tYohHV4JXBMUOwg%3d%3d,
2C3CCAEG0KH533548,4,,Chrysler,300,Limited,2019,19200,Sedan,6,3.6l,Black,Black,35771,8-speed A/t,Leather,2020-02-24T19:30:00.000Z,St Louis- MO,,,,,RWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFppeXKJRgDFuUNUEMtb39zYpkiQAmGd3n8xAWtErg3zXfHLEf%2bHfrI9nCSo77RApPQfS6QgnkDRynkOoRj3sd9SwFB%2frUh1UT%2bg6GUGxdB3g%3d%3d,
2C4RDGEG8KR616225,3.9,,Dodge,Grand Caravan,Gt,2019,17200,Van,6,3.6l,Red,Black,39079,6-speed A/t,Leather,2020-02-28T19:30:00.000Z,San Diego- CA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFc5QF8RKnuUOpnQo6%2fmFPMj%2fiQbKX%2bxGY2vTj8L1jm6ANcLqJK3kp3UuLUEqxH7lsHxFcVUez67o9Oc8M%2f1SsSDtX%2fQTzqRgfyNUWTA5NaUQ%3d%3d,
3C4PDCEG4KT680663,4.6,,Dodge,Journey,Gt,2019,17000,Suv,6,3.6l,Silver,Black,33859,6-speed A/t,Leather,2020-02-27T19:30:00.000Z,Austin- TX,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGMfnuW7w9ViuucdaMhCcUPkEm3WE2uEQZkUtD%2fLHHRO%2blMey%2fg8LnJKpU9bdcYvVho7aqQdfcIRueIEQNvJRX61LnwCghkiGnSOMe%2fzEB0Hg%3d%3d,
3FA6P0LU7JR235247,3.9,,Ford,Fusion Hybrid,Se,2018,12900,Sedan,4,2.0l,White,Black,50577,A/t,Cloth,2020-02-28T19:30:00.000Z,Los Angeles- CA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFozh72Z8H6Eldare2GsALtvPp%2f3BEY5UOqM0vFrhMZmKrXzJtsoO9aOcLh2pyOnFb7%2b40e515CHAz4J1rvLhRrMN1j0WQ5Vb%2bG%2bKAPmrIrHw%3d%3d,
2C4RDGEG4KR529597,4.6,,Dodge,Grand Caravan,Gt,2019,17200,Minivan,6,3.6l,Red,Black,41088,6-speed A/t,Leather,2020-02-24T19:30:00.000Z,Dallas Dfw Airport- TX,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToG%2fJAJZDwCSSKvCmeKdF0csm6n9yDXMsLNBoyhm4xp05A21zv8gSZJUnCZWUGlQmUBdCpmSuHyPrr%2fxIg9qPeX78ysZzvnRMzlV8JcdQLH3nA%3d%3d,
3KPA24AB6KE161503,4.2,,Kia,Rio,S,2019,11100,Sedan,4,1.6l,White,Black,28531,6-speed A/t,Cloth,2020-02-24T19:30:00.000Z,Chicago Ohare- IL,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFpZAMLh8baWNrOa%2bgVGn7ORpSo%2bpL8yaw2MDbpAW1gs3bXqIJIOsJ27J%2bGZO%2blwyXMn8kwHZoDihj0QH7aQGO2xEHfsH%2ffX9W5qMTIOHfxfg%3d%3d,
1G11Z5SA1KU125381,4.4,,Chevrolet,Impala,Lt,2019,15400,Sedan,4,2.5l,White,Grey,34406,6-speed A/t,Cloth&leather,2020-02-26T19:30:00.000Z,Syracuse- NY,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToED7D4C%2bBTcxsaZxrIjLHuTpIoxY8ml8rmBL3ZMqxrMEaw0pHMtngvmvdduUIVWUD8LYQlP3MB1Jb8rBe91W%2b6rGih5L0ty7FYB053wjcwYvQ%3d%3d,
1FMCU9G99KUB13334,4.5,,Ford,Escape,Se,2019,16600,Suv,4,2.0l,White,Tan,37601,6-speed A/t,Cloth,2020-02-25T19:30:00.000Z,Detroit- MI,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEKYd1Pmf61BkTZLX1%2b4dQ2%2bfJVMswLtEFNmC2dJnj783mQAXWnGzY9HXOS3O0zZl3gS%2fjbZh%2f8FIMExo%2bX8GcR3Rl5Jk5%2baGgiCSXE0IhWEg%3d%3d,
3N1CN7AP4JL857612,4.3,,Nissan,Versa Sedan,Sv,2018,9800,Sedan,4,1.6l,White,Black,47468,A/t,Cloth,2020-02-25T19:30:00.000Z,Washington Dc- VA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHERZ%2bPwfxCdP5olm3QW6zW4BvUcHEgIHnUJMRM64sLf37jhjPGc%2bWngVNE%2fc1O9E0%2fj9ZTh8Vu76VSfmUt1As2dctdjewPkIqwCw7uqm5B8A%3d%3d,
4T1B11HK9KU693966,4.2,,Toyota,Camry,Le,2019,17000,Sedan,4,2.5l,White,Black,25872,8-speed A/t,Cloth,2020-02-25T19:30:00.000Z,Detroit- MI,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToH4XMaAjf1Mk4GIu9CxP0tnqeGToWNtOHLCINUIXH7SghTDkZteB9zFvBrF4JLye%2bozevUsTlRoup240uYRa%2b23odyIMBFsq8DVvgpO5fX2CA%3d%3d,
1FMCU0G9XKUB13404,4.5,,Ford,Escape,Se,2019,15800,Suv,4,2.0l,Black,Grey,32603,6-speed A/t,Cloth,2020-02-29T19:30:00.000Z,Richmond- VA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEze2pubYtvM4NiUBuMTMZyKhwPr2tqxMjQ582bi6EZfS8YhYQZHNgkyGM6rGBJ1hx651rptRW23Uf1OLXh8f6QJvXTdojuWRugH8kwubI5dg%3d%3d,
2T1BURHE0JC104593,4.3,,Toyota,Corolla,Le,2018,12200,Sedan,4,1.8l,Silver,Black,42239,A/t,Cloth,2020-02-27T19:30:00.000Z,Minneapolis- MN,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGlDjDuDjGWCr9ht%2bILNU0vLgkFwHtVFsVgbNYxNPJYNzPrunGImQdu%2baAls9A3KkklxJOLPEmWoXSk2x%2f5c08veTycMMX6Tgw4fWL7IEdYUA%3d%3d,
3C4PDCEG8KT680620,4.5,,Dodge,Journey,Gt,2019,17900,Suv,6,3.6l,Black,Black,22706,6-speed A/t,Leather,2020-02-26T19:30:00.000Z,Charleston- SC,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHys0zjun8hDKQx22Q90odWb8m5JA2rafiiqu4CJbIRjCdRe4SPArG5LkgRAzDnQ3x2Q5gGFdGHAN23Efx46W0EpeGMcox7teUoOKIFHUiWLg%3d%3d,
3C4PDCGG2JT378459,3.1,,Dodge,Journey,Crossroad,2018,14300,Suv,6,3.6l,Silver,Black,36460,6-speed A/t,Cloth&leather,2020-02-25T19:30:00.000Z,Boston- MA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHg%2fw3Q3e9zQOTHsfC6yg1M%2fF3I95yltOwpSNDAcKM4ncMuiVxrWTnc5C4nXAWlazeDieWe2zdb6O0%2f8booo8tarUeYMujHgsVguO2HaudhxQ%3d%3d,
5YFBURHEXKP923452,3.9,,Toyota,Corolla,Se,2019,13900,Sedan,4,1.8l,Black,Black,40864,6-speed A/t,Cloth&leather,2020-02-28T19:30:00.000Z,Chicago Ohare- IL,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFWzLrmQTXPh%2fpJS6Dj4%2fknjdaSVM3b%2bYfJhGqATIhwYMMUe1ollk01lLdc4IeGah43e9bKUBeWC4eBXW7K%2fvzdFML0WZR7z1y37o%2fVSSVI%2bQ%3d%3d,
1GAZGPFG6K1144500,4.8,,Chevrolet,Express Passenger,Lt,2019,20800,Van,8,6.0l,White,Grey,39260,A/t,Cloth,2020-02-26T19:30:00.000Z,Cleveland- OH,,,,,RWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFijX9MnULl%2f8awfG1vSR2W2pV03de%2b5CAyvGx3k6%2bHLxojf8BBdAezsLFpJdM1xmxX7tYVIo2M4a7kx2ZwLJ%2bQ30YcXyP83smRSNU9kpLTRA%3d%3d,
3C4NJDDB7KT671032,4.4,,Jeep,Compass,Trailhawk,2019,18500,Wagon,4,2.4l,Grey,Black,36516,9-speed A/t,Cloth&leather,2020-02-25T19:30:00.000Z,Richmond- VA,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGqtNQz3ox7v0qJsz6gyaphFePS0HmsZ2NsXl4FRmcMufOpzLs00EdaAurZkrblpIyyc9fziQIEf1055W1ayPG36v2vKrHcYRMK9rf0gobKCA%3d%3d,
1C4RDHDG3KC647429,4.5,,Dodge,Durango,Gt,2019,25600,Suv,6,3.6l,White,Black,31908,8-speed A/t,Leather,2020-02-27T19:30:00.000Z,St Louis- MO,,,,,RWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToE7K0ceu7wTQc06rUBJiFYyEO5A3sIsx1s1WdsiTJ%2fvLW7eBK3qBKd7Rk3LcqAff5igHYJKsYn8YYV%2bqRaH1nelotgOVBkHxFX8XWomvZGn9Q%3d%3d,
2C4RDGEG5JR190024,4.5,,Dodge,Grand Caravan,Gt,2018,15000,Van,6,3.6l,Grey,Black,48908,6-speed A/t,Leather,2020-02-26T19:30:00.000Z,Los Angeles- CA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHvCvQwiwdAHYQ8KzgQEm0Vnq6rBh%2bwVVPZ9DyD8tm4apu6nG4CAG3CtVuPxCFD6bT1bhGVn6qDiLPTDMhVl8sQ5UFK%2brixH4Ep9pNF0wlJiQ%3d%3d,
3C4PDCGG3JT379166,4.6,,Dodge,Journey,Crossroad,2018,14800,Crossover Utility Vehicle,6,3.6l,Black,Black,44505,A/t,Cloth&leather,2020-02-28T19:30:00.000Z,Oakland- CA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGZ87idYffZSxdBggmJPf5NAEjIZSeV4%2bsyxCpY4uUoIVZ1PEunnpLikDzGviSUfLXTz088e7p2SIXI%2faxA9PUwcRmXUixShXG5vXjoGVLryQ%3d%3d,
3C4PDCGG1JT378274,3.2,,Dodge,Journey,Crossroad,2018,14700,Suv,6,3.6l,Black,Black,34995,A/t,Cloth&leather,2020-02-25T19:30:00.000Z,Pittsburgh- PA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGsnelwBZ3w%2b4S9jFWk5O3D5O9CHaWmAmZLLmGO4lFxJbHg3k9bdc6YCY3KC7T3lTe77jabj3Y%2f5NniXvbPQildrHtlktTu9YzPu4Qk6%2fBZOA%3d%3d,
3FADP4EJ7JM119058,4.5,,Ford,Fiesta,Se,2018,9700,Wagon / Hatchback,4,1.6l,White,Tan,41497,A/t,Cloth,2020-02-27T19:30:00.000Z,San Jose- CA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFk%2bH1mujFK0wiPlw6jTREDdrbDF1FpPY0XIYh4ZkwEEcgfTT5HN%2boJlgRsUWpLqpSli1friAuEMJTHJAH6BGujyTTEjFgFNIbqk9VXAQmsnQ%3d%3d,
2GNAXUEV6K6160641,4.2,,Chevrolet,Equinox,Lt,2019,16400,Suv,4,1.5l,Black,Black,38410,6-speed A/t,Cloth,2020-02-25T19:30:00.000Z,Hartford- CT,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGETUjtIyupmBTq3wrgfyNxAfGlM%2bFVrFXkmmlBdXkP1YfMfLVvJwzdFmUiQAWUr%2bTx6vm4WPzB6hmfUoAghxvXdBcn%2fqHHdkl3ZkXFiNEP1g%3d%3d,
1C4RDHDGXKC645189,4.3,,Dodge,Durango,Gt,2019,25200,Suv,6,3.6l,Black,Black,33235,8-speed A/t,Cloth&leather,2020-02-26T19:30:00.000Z,Dayton- OH,,,,,RWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFFRs%2fSevV72JcQ5RyrcBlnnR%2b0MHyfhUzm%2bnHAJmuq0l4MxteBDTWQpCmJ%2bqIaEw8bIHr%2b51KGPtgeHYJ5oQOyEydg5iBhWlyMHKsqPr%2fCaA%3d%3d,
JM3TCACY3J0224304,4,,Mazda,Cx-9,Touring,2018,20400,Suv,4,2.5l,Black,Black,44338,6-speed A/t,Leather,2020-02-28T19:30:00.000Z,Phoenix- AZ,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEURBEGhfIUfzFGX4RUiVojgApHKzBh0uCHsFdJlKAOxUjQ9wY07%2fE43zRGY56J06aBFj83yhUQ%2bUZtj%2bfOWxjnVgpF%2bIp08%2froLGBNQNoJyA%3d%3d,
1FM5K8GT0KGA97169,4.5,,Ford,Explorer,Sport,2019,30000,Suv,6,3.5l,White,Black,38285,6-speed A/t,Leather,2020-02-26T19:30:00.000Z,Charleston- SC,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFqXpI33UTc%2f2vx%2fTgiJd02konKanBeCVIhAJZpmW94IQjmM9bP9%2bve%2bfOiPUAeRO8q3RxNy4fVIqJwDRu5AT94ca0Rjx7yM60MN%2fmCgAjAKg%3d%3d,
3C4PDDGGXJT449333,4.2,,Dodge,Journey,Crossroad,2018,15700,Suv,6,3.6l,Grey,Black,41807,6-speed A/t,Cloth&leather,2020-02-24T19:30:00.000Z,San Francisco- CA,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFSpiV%2b7cHAzA43R5Bf7hQgLvZHBKwA39DEfkud6FklQXU4UogOIIJEmOQXFRd6My5RxoP4%2fD2vTnTgv3iT7C4pZYrSTdbIoz8wnFOebfiTZQ%3d%3d,
3C4PDCGG7JT369675,4.2,,Dodge,Journey,Crossroad,2018,14200,Suv,6,3.6l,Grey,Black,47059,6-speed A/t,Cloth&leather,2020-02-27T19:30:00.000Z,San Jose- CA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToH868JnskoPJWaAkAehl6amjUxIlFHXiWJtQQ8IC4%2bpcNVWWGua3f64YAo%2f50aF5RKB7XEisnMRclqS6TLijm2FLr1KAC%2fABoEe5nlrpAV%2bxg%3d%3d,
1VWAA7A35JC035083,3.6,,Volkswagen,Passat,R-line,2018,13800,Sedan,4,2.0l,Red,Black,41335,6-speed A/t,Leather,2020-02-26T19:30:00.000Z,Kansas City- MO,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEVFl6eJdmpC%2bPip4MkThX58UjohGl%2bouC6fZcyiSngUVvNo2Rti17Y6XNstYarOpo80QQb9EW3DGoeKOiLY7lnj6noffVio9cyXJkNM6Fxrg%3d%3d,
3C4PDDGG4JT387119,4.5,,Dodge,Journey,Crossroad,2018,16100,Suv,6,3.6l,Red,Black,39468,6-speed A/t,Cloth&leather,2020-02-25T19:30:00.000Z,Sacramento- CA,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToETTZJmcf6CTL7ddMFbNtxgX9W6KdG7yma6lxVMAYbgVnoQ944EMJmA6bBd3HBs2ZJ%2bDT1Qsc%2f2DN8Njz3KX8VAQbviVmoniFYpl%2bsVtAe3Nw%3d%3d,
3N1CN7AP3JL879553,4.2,,Nissan,Versa Sedan,Sv,2018,9900,Sedan,4,1.6l,Silver,Black,38688,A/t,Cloth,2020-02-27T19:30:00.000Z,Portland- OR,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGZ1XW1HtCTi0qP6WepqaFbkAE68IevSNvjUQZivpSvxQilzT9ghrOkNY2VuPBknrLpYRGAi4PpCCu9J7pf4GEVlpQMDAqa2%2fmroY4uAA11Zg%3d%3d,
3C4NJDDB3JT451644,4.6,,Jeep,Compass,Trailhawk,2018,17800,Suv,4,2.4l,Red,Black,37432,9-speed A/t,Cloth&leather,2020-02-28T19:30:00.000Z,Chicago Ohare- IL,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFpPJvo%2fgnl2aU08vCMq6yQEH0uuHSSQseU1eE%2fecqTw2yEFrDsfgODOjt2saHt6rRQRSxOVSn7J9RBYejEcXVjkNHnRtiHJJ%2f1xAp8nVzUog%3d%3d,
2C4RDGEG2KR578149,4.2,,Dodge,Grand Caravan,Gt,2019,16800,Minivan,6,3.6l,White,Black,41792,6-speed A/t,Leather,2020-02-28T19:30:00.000Z,Oakland- CA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHws1mjIOM0KtrIhPqaQ1LQG07NxFOhqNaHtBjPZL%2fMA9h0v5y9hY%2b%2f8TJjxmj214hu%2f4l0moff09cjYohG7gzzlNWqAB7U2ZEBR7a6y4mCcQ%3d%3d,
1C4PJMBX8KD298905,4.5,,Jeep,Cherokee,Trailhawk,2019,20300,Suv,6,3.2l,Grey,Black,41572,9-speed A/t,Leather,2020-02-24T19:30:00.000Z,Savannah- GA,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHclPhzNOkk4C7y0gnCj4A7wI%2bbn6TqSjrqeyTjOOAePf4XtvWaJJ5nRCxZgIz3zHFeXC8I7Hv964R9NSRFunKjIe42noh5x3cR9TwWk3wNUw%3d%3d,
3FA6P0LU4JR208894,4.4,,Ford,Fusion Hybrid,Se,2018,12400,Sedan,4,2.0l,Red,Black,56500,A/t,Cloth,2020-02-27T19:30:00.000Z,Baltimore- MD,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFw%2fBspCChuGivnr%2bbPHgApNA4p%2fN4v%2fvfiYFeUJJwxzsdp7ddRn3xZoy2ZRVbXBrcZZFMOFj3khSNujj2OBYooTK8sBAu6o2CiOZCxiJqGrQ%3d%3d,
3C4NJDDB9JT451292,4.7,,Jeep,Compass,Trailhawk,2018,17500,Suv,4,2.4l,Grey,Black,44631,9-speed A/t,Cloth&leather,2020-02-27T19:30:00.000Z,Baltimore- MD,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHhAuE7%2fTL7nJk3lHd%2fCifYneFcqoA4GGebBUe1sxd2GjMd%2fCvXk68cAjzncOYy5SPFO5WkUIzqYjnoRl68g%2bAR%2bW9hXp8qAm5gXwNclNf7Dg%3d%3d,
3C4PDDEG5JT463188,4.9,,Dodge,Journey,Gt,2018,16300,Suv,6,3.6l,Red,Black,43718,6-speed A/t,Leatherette,2020-02-24T19:30:00.000Z,Atlanta- GA,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEvgKlODZPCteZ18xdqf%2f%2fRBsDHlqXVIeBPcWMrAEdV2yXgZ5T7psVQ%2fVusShwHQhx2c0e4pz6oEA9zmvna0IL45IVk2ix8Sy9S7UMJYs36Hg%3d%3d,
1VWLA7A35KC009335,3.2,,Volkswagen,Passat,2.0t Wolfsburg Edition,2019,14800,Sedan,4,2.0l,Black,Black,32902,6-speed A/t,Leather,2020-02-27T19:30:00.000Z,Detroit- MI,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHclPhzNOkk4CugOM0XTT8AUyGXLMtIayJ2Ghw1S8Q1BdAaAKj0XsHeCbNXi3jycJDk%2fw1I6x3F7NQEKWP7BTt%2fI2hBDNA%2bxfab%2b3ZSK0BObQ%3d%3d,
1FA6P8CF7K5144192,4.3,,Ford,Mustang,Gt Premium,2019,28200,Coupe,8,5.0l,Silver,Black,29508,A/t,Leather,2020-02-24T19:30:00.000Z,Buffalo- NY,,,,,RWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFdSlnJfPkMwbVcrodoTzF2dplFrs7uLzYnfQi17hgufkUrNMn3g6%2fwcV0HSf%2fYKmB91YJKpIK%2b%2brNHmnH94ht3vUoW5XWQL4Jt0Usghkmknw%3d%3d,
2C4RDGEG6KR557417,4.1,,Dodge,Grand Caravan,Gt,2019,16700,Minivan,6,3.6l,White,Black,44203,6-speed A/t,Leather,2020-02-24T19:30:00.000Z,Oklahoma City- OK,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToETGsn95q4PYSlpdQQHILYmbD0B3qQRPpvT2PiyHHU4BT061vDNfOeSRhE%2bvAX%2ftsbbI6oigO%2f4Jr6fs8c3ySDjHcYFQELxNZdnk6Tu6OcL7A%3d%3d,
1C6RRELT1KN724213,3.4,,Ram,1500,Rebel,2019,33500,Pickup,8,5.7l,Silver,Black,43119,8-speed A/t,Cloth&leather,2020-02-28T19:30:00.000Z,Austin- TX,,,,,RWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToE9ZI6oxkw4c25OpAvcg30r1l22c775w1zBoYB%2fpi4GG5pKSXkFrH3QmepCMhbvCxLe7rClzX66snEvPoqupA8wFEL%2bE6FYyqZC5Prn21rj5g%3d%3d,
2C4RDGCG0KR600183,4.6,,Dodge,Grand Caravan,Sxt,2019,16500,Suv,6,3.6l,Black,Black,39377,6-speed A/t,Cloth&leather,2020-02-25T19:30:00.000Z,Dallas Dfw Airport- TX,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToH0hZYzEHOrk639qZwxpkryg%2bAgkCWSWQpIED4Aioh5XA7hSSlVCYYaRdozuqpr38EJc%2fiX2B9NDTn2aZhCs2j%2fEzvgNEIqpSXFTzpYRQpmAg%3d%3d,
3FADP4EJ6KM124124,4.3,,Ford,Fiesta,Se,2019,10300,Wagon / Hatchback,4,1.6l,Silver,Black,34472,A/t,Cloth,2020-02-24T19:30:00.000Z,Orlando- FL,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGCghI6pWgTf0%2b%2f2xZFrtD6yu9kmhGIwdRvwCkxOJrmbet%2b5jh2qIhQ8jAMDMvoi0INod0rdTE5n091GgAnxA7%2fWSguSZpSz6zVePiXGMefHw%3d%3d,
2C4RDGEG0JR219302,4.1,,Dodge,Grand Caravan,Gt,2018,14800,Minivan,6,3.6l,White,Black,50176,6-speed A/t,Leather,2020-02-27T19:30:00.000Z,Phoenix- AZ,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToECpautg%2f5rTw3E3YZf1Xwn0Z6u1%2bwLYg%2fUWeWLXssx2oq%2fFSt20fPUsKQVy%2bcgtMfoiZGMITxnxXoApSBelMAcGW7GiCdI3abV8VGONDEbtQ%3d%3d,
3C4PDDEGXJT464420,4.3,,Dodge,Journey,Gt,2018,16500,Suv,6,3.6l,Silver,Grey,36173,6-speed A/t,Leather,2020-02-27T19:30:00.000Z,Dallas Dfw Airport- TX,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGEkLhTNk5SxyKNAm7afyAeShRGFsXiKIsmHeHx1rs%2bhLxlshL1qpZKBTDOC%2fVqR9YfaZ5A8lI2h3ZvM%2fvjFbUbNAfhRtj0zSBF9VeJ4MBeag%3d%3d,
1FTEW1CB7KKC43769,4.6,,Ford,F-150,Xlt,2019,23300,Pickup,6,3.3l,White,Grey,41381,A/t,Cloth,2020-02-24T19:30:00.000Z,Cincinnati Hebron- KY,,,,,RWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFJF3anQwxpz3epW60rc8hWzu3%2fABAT4IqmsJdFBTeR9s5dmI7b9G%2bi08JEBBMZT%2fyv%2bgRDJg7EIXaiSL67FYoHhzxhdAmDxllXr3n%2f0hxAlA%3d%3d,
1FM5K8F80KGB26781,4.2,,Ford,Explorer,Limited,2019,26900,Suv,6,3.5l,Red,Black,38887,6-speed A/t,Leather,2020-02-25T19:30:00.000Z,Charlotte- NC,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToH8otkT4SbEpkqV22%2fmZE7l5dHbpRARFAp%2fFMN22MFkDWK4RMqzgl%2fS4BTwqVn77%2fxfEvBUoeSFPxfQh2GSIhd76sYvgUmvryvbLB9A1B4HMQ%3d%3d,
2C4RDGCG4KR618380,4.6,,Dodge,Grand Caravan,Sxt,2019,16200,Van,6,3.6l,Grey,Black,39910,6-speed A/t,Leather,2020-02-27T19:30:00.000Z,Pensacola- FL,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGGTkYtVrczT%2fBCIdFcmNUiUAeZ%2bxtZHrHaYqtfGdiPfygX2lqYy9il%2bStrGCPAOH75fQEBo9XkfEfk0MyVLselR%2fZW50gVGDWkfqHspLkC8w%3d%3d,
4T1B11HK8KU167716,4.1,,Toyota,Camry,Le,2019,16800,Sedan,4,2.5l,Black,Black,32050,8-speed A/t,Cloth,2020-02-27T19:30:00.000Z,Portland- OR,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToF8BG4PnvUDFB8szD3YPo2uc7JYb%2fkPE5Fb0QcBswZqbfkG02fGlvYn8YIJq1jhlTiK7lifKBjeHFdktaFxbe7Q7DJ0gJfij2WuxhGZaWgsuw%3d%3d,
